min,estimated,1999,6,2.2830399362727
min,estimated,1999,5,1.2249711222589
min,estimated,1999,2,0.424228067009149
min,estimated,1999,11,2.26278233291036
min,estimated,1999,1,0.0
min,estimated,1999,4,1.99833574566876
min,estimated,1999,8,1.06044127912216
min,estimated,1999,10,2.01779481097969
min,estimated,1999,9,1.44056468870839
min,estimated,1999,7,1.36076505869212
min,estimated,1999,3,1.02694737829754
min,estimated,1999,12,2.7783212647281
min,estimated,1970,6,2.21207249322815
min,estimated,1970,5,1.23565482280477
min,estimated,1970,2,0.516353646200236
min,estimated,1970,11,1.95411261476168
min,estimated,1970,1,0.0
min,estimated,1970,4,1.96713275819309
min,estimated,1970,8,0.932892382220285
min,estimated,1970,10,1.91622814089624
min,estimated,1970,9,1.29026422898266
min,estimated,1970,7,1.23011347072174
min,estimated,1970,3,0.170868188805681
min,estimated,1970,12,2.86465647957951
min,estimated,2003,6,2.17996569586695
min,estimated,2003,5,1.19801143157326
min,estimated,2003,2,0.540238522963927
min,estimated,2003,11,2.167886528941
min,estimated,2003,1,0.0
min,estimated,2003,4,1.80025099067009
min,estimated,2003,8,0.916847397877048
min,estimated,2003,10,1.81821968958967
min,estimated,2003,9,1.28830994749973
min,estimated,2003,7,1.20666078729083
min,estimated,2003,3,1.16863785723401
min,estimated,2003,12,2.84103569897313
min,estimated,2004,6,2.15603669624298
min,estimated,2004,5,1.19763140106619
min,estimated,2004,2,0.0
min,estimated,2004,11,2.45913707359721
min,estimated,2004,1,0.0
min,estimated,2004,4,1.78452697725669
min,estimated,2004,8,0.92764501079896
min,estimated,2004,10,1.93003569107215
min,estimated,2004,9,1.28734255848793
min,estimated,2004,7,1.23943187404776
min,estimated,2004,3,0.313638667923374
min,estimated,2004,12,3.05905583206772
min,estimated,1997,6,2.23680355863358
min,estimated,1997,5,1.39913177810569
min,estimated,1997,2,0.356879517584678
min,estimated,1997,11,2.51000832882856
min,estimated,1997,1,0.0
min,estimated,1997,4,1.72783699427955
min,estimated,1997,8,1.09015810196766
min,estimated,1997,10,2.19378599823391
min,estimated,1997,9,1.38728615309859
min,estimated,1997,7,1.34795054063282
min,estimated,1997,3,0.40226189432394
min,estimated,1997,12,2.71964108384432
min,estimated,1979,6,2.05001639109329
min,estimated,1979,5,1.24520623821145
min,estimated,1979,2,0.18305783470739
min,estimated,1979,11,1.99111915492659
min,estimated,1979,1,0.0
min,estimated,1979,4,2.08938651966703
min,estimated,1979,8,1.06952955383725
min,estimated,1979,10,2.21161657234535
min,estimated,1979,9,1.57851214032984
min,estimated,1979,7,1.45537640852816
min,estimated,1979,3,0.128352989397404
min,estimated,1979,12,2.63130195596148
min,estimated,1988,6,2.02011987053641
min,estimated,1988,5,1.25864636795259
min,estimated,1988,2,0.577755786599024
min,estimated,1988,11,2.11673447843944
min,estimated,1988,1,0.0
min,estimated,1988,4,2.07707726397522
min,estimated,1988,8,0.987802629510917
min,estimated,1988,10,1.91439423904478
min,estimated,1988,9,1.38797019715869
min,estimated,1988,7,1.2788727579883
min,estimated,1988,3,0.247417859848801
min,estimated,1988,12,2.74320020507521
min,estimated,2013,6,2.14354323299528
min,estimated,2013,5,1.38795043383021
min,estimated,2013,2,0.195680118604477
min,estimated,2013,11,2.19976971870428
min,estimated,2013,1,0.0
min,estimated,2013,4,1.92735229227507
min,estimated,2013,8,1.05905013751265
min,estimated,2013,10,2.02042856591456
min,estimated,2013,9,1.47205270113801
min,estimated,2013,7,1.33931381369767
min,estimated,2013,3,0.106362001026701
min,estimated,2013,12,3.03076250057301
min,estimated,2002,6,2.13291994662471
min,estimated,2002,5,1.40836435275319
min,estimated,2002,2,0.403881433453962
min,estimated,2002,11,1.96257421968114
min,estimated,2002,1,0.0
min,estimated,2002,4,2.20807287252475
min,estimated,2002,8,0.978231309742488
min,estimated,2002,10,1.82508618583717
min,estimated,2002,9,1.20366379610232
min,estimated,2002,7,1.52312034712385
min,estimated,2002,3,0.240999664752046
min,estimated,2002,12,2.96685998712817
min,estimated,1958,6,2.13601456867222
min,estimated,1958,5,1.22863855834946
min,estimated,1958,2,0.825794330385163
min,estimated,1958,11,1.98228001198995
min,estimated,1958,1,0.0
min,estimated,1958,4,1.72486556415674
min,estimated,1958,8,0.954769016733649
min,estimated,1958,10,1.9032201517712
min,estimated,1958,9,1.25796835228557
min,estimated,1958,7,1.25089447929839
min,estimated,1958,3,0.765712543408853
min,estimated,1958,12,2.88446028883646
min,estimated,1965,6,3.07698985546351
min,estimated,1965,5,1.53008476148398
min,estimated,1965,2,0.348276822140802
min,estimated,1965,11,2.23843823477082
min,estimated,1965,1,0.0
min,estimated,1965,4,2.66706237139223
min,estimated,1965,8,1.1094544625001
min,estimated,1965,10,2.12332297420455
min,estimated,1965,9,1.3720703753083
min,estimated,1965,7,1.63941772310186
min,estimated,1965,3,0.402339777862658
min,estimated,1965,12,2.87060670703695
min,estimated,1983,6,2.21444205418926
min,estimated,1983,5,1.31386562192046
min,estimated,1983,2,0.471527490849881
min,estimated,1983,11,2.45140198496186
min,estimated,1983,1,0.0
min,estimated,1983,4,2.1583496446659
min,estimated,1983,8,1.16123909356313
min,estimated,1983,10,2.62006678308091
min,estimated,1983,9,1.56257681356151
min,estimated,1983,7,1.27825735091758
min,estimated,1983,3,0.358956788408057
min,estimated,1983,12,2.75403611904092
