min,estimated,2009,6,0.0
min,estimated,2009,5,0.0
min,estimated,2009,2,0.0
min,estimated,2009,11,0.0
min,estimated,2009,1,0.0
min,estimated,2009,4,0.0
min,estimated,2009,8,0.0
min,estimated,2009,10,0.0
min,estimated,2009,9,0.0
min,estimated,2009,7,0.0
min,estimated,2009,3,0.0
min,estimated,2009,12,0.0
min,estimated,1999,6,0.0
min,estimated,1999,5,0.0
min,estimated,1999,2,0.0
min,estimated,1999,11,0.0
min,estimated,1999,1,0.0
min,estimated,1999,4,0.0
min,estimated,1999,8,0.0
min,estimated,1999,10,0.0
min,estimated,1999,9,0.0
min,estimated,1999,7,0.0
min,estimated,1999,3,0.0
min,estimated,1999,12,0.0
min,estimated,1970,6,0.0
min,estimated,1970,5,0.0
min,estimated,1970,2,0.0
min,estimated,1970,11,0.0
min,estimated,1970,1,0.0
min,estimated,1970,4,0.0
min,estimated,1970,8,0.0
min,estimated,1970,10,0.0
min,estimated,1970,9,0.0
min,estimated,1970,7,0.0
min,estimated,1970,3,0.0
min,estimated,1970,12,0.0
min,estimated,2003,6,0.0
min,estimated,2003,5,0.0
min,estimated,2003,2,0.0
min,estimated,2003,11,0.0
min,estimated,2003,1,0.0
min,estimated,2003,4,0.0
min,estimated,2003,8,0.0
min,estimated,2003,10,0.0
min,estimated,2003,9,0.0
min,estimated,2003,7,0.0
min,estimated,2003,3,0.0
min,estimated,2003,12,0.0
min,estimated,2004,6,0.0
min,estimated,2004,5,0.0
min,estimated,2004,2,0.0
min,estimated,2004,11,0.0
min,estimated,2004,1,0.0
min,estimated,2004,4,0.0
min,estimated,2004,8,0.0
min,estimated,2004,10,0.0
min,estimated,2004,9,0.0
min,estimated,2004,7,0.0
min,estimated,2004,3,0.0
min,estimated,2004,12,0.0
min,estimated,1997,6,0.0
min,estimated,1997,5,0.0
min,estimated,1997,2,0.0
min,estimated,1997,11,0.0
min,estimated,1997,1,0.0
min,estimated,1997,4,0.0
min,estimated,1997,8,0.0
min,estimated,1997,10,0.0
min,estimated,1997,9,0.0
min,estimated,1997,7,0.0
min,estimated,1997,3,0.0
min,estimated,1997,12,0.0
min,estimated,1983,6,0.0
min,estimated,1983,5,0.0
min,estimated,1983,2,0.0
min,estimated,1983,11,0.0
min,estimated,1983,1,0.0
min,estimated,1983,4,0.0
min,estimated,1983,8,0.0
min,estimated,1983,10,0.0
min,estimated,1983,9,0.0
min,estimated,1983,7,0.0
min,estimated,1983,3,0.0
min,estimated,1983,12,0.0
min,estimated,1988,6,0.0
min,estimated,1988,5,0.0
min,estimated,1988,2,0.0
min,estimated,1988,11,0.0
min,estimated,1988,1,0.0
min,estimated,1988,4,0.0
min,estimated,1988,8,0.0
min,estimated,1988,10,0.0
min,estimated,1988,9,0.0
min,estimated,1988,7,0.0
min,estimated,1988,3,0.0
min,estimated,1988,12,0.0
min,estimated,2013,6,0.0
min,estimated,2013,5,0.0
min,estimated,2013,2,0.0
min,estimated,2013,11,0.0
min,estimated,2013,1,0.0
min,estimated,2013,4,0.0
min,estimated,2013,8,0.0
min,estimated,2013,10,0.0
min,estimated,2013,9,0.0
min,estimated,2013,7,0.0
min,estimated,2013,3,0.0
min,estimated,2013,12,0.0
min,estimated,2002,6,0.0
min,estimated,2002,5,0.0
min,estimated,2002,2,0.0
min,estimated,2002,11,0.0
min,estimated,2002,1,0.0
min,estimated,2002,4,0.0
min,estimated,2002,8,0.0
min,estimated,2002,10,0.0
min,estimated,2002,9,0.0
min,estimated,2002,7,0.0
min,estimated,2002,3,0.0
min,estimated,2002,12,0.0
min,estimated,1972,6,0.0
min,estimated,1972,5,0.0
min,estimated,1972,2,0.0
min,estimated,1972,11,0.0
min,estimated,1972,1,0.0
min,estimated,1972,4,0.0
min,estimated,1972,8,0.0
min,estimated,1972,10,0.0
min,estimated,1972,9,0.0
min,estimated,1972,7,0.0
min,estimated,1972,3,0.0
min,estimated,1972,12,0.0
min,estimated,1965,6,0.0
min,estimated,1965,5,0.0
min,estimated,1965,2,0.0
min,estimated,1965,11,0.0
min,estimated,1965,1,0.0
min,estimated,1965,4,0.0
min,estimated,1965,8,0.0
min,estimated,1965,10,0.0
min,estimated,1965,9,0.0
min,estimated,1965,7,0.0
min,estimated,1965,3,0.0
min,estimated,1965,12,0.0
min,estimated,2011,6,0.0
min,estimated,2011,5,0.0
min,estimated,2011,2,0.0
min,estimated,2011,11,0.0
min,estimated,2011,1,0.0
min,estimated,2011,4,0.0
min,estimated,2011,8,0.0
min,estimated,2011,10,0.0
min,estimated,2011,9,0.0
min,estimated,2011,7,0.0
min,estimated,2011,3,0.0
min,estimated,2011,12,0.0
min,estimated,1967,6,0.0
min,estimated,1967,5,0.0
min,estimated,1967,2,0.0
min,estimated,1967,11,0.0
min,estimated,1967,1,0.0
min,estimated,1967,4,0.0
min,estimated,1967,8,0.0
min,estimated,1967,10,0.0
min,estimated,1967,9,0.0
min,estimated,1967,7,0.0
min,estimated,1967,3,0.0
min,estimated,1967,12,0.0
min,estimated,1955,6,0.0
min,estimated,1955,5,0.0
min,estimated,1955,2,0.0
min,estimated,1955,11,0.0
min,estimated,1955,1,0.0
min,estimated,1955,4,0.0
min,estimated,1955,8,0.0
min,estimated,1955,10,0.0
min,estimated,1955,9,0.0
min,estimated,1955,7,0.0
min,estimated,1955,3,0.0
min,estimated,1955,12,0.0
min,estimated,1980,6,0.0
min,estimated,1980,5,0.0
min,estimated,1980,2,0.0
min,estimated,1980,11,0.0
min,estimated,1980,1,0.0
min,estimated,1980,4,0.0
min,estimated,1980,8,0.0
min,estimated,1980,10,0.0
min,estimated,1980,9,0.0
min,estimated,1980,7,0.0
min,estimated,1980,3,0.0
min,estimated,1980,12,0.0
min,estimated,1954,6,0.0
min,estimated,1954,5,0.0
min,estimated,1954,2,0.0
min,estimated,1954,11,0.0
min,estimated,1954,1,0.0
min,estimated,1954,4,0.0
min,estimated,1954,8,0.0
min,estimated,1954,10,0.0
min,estimated,1954,9,0.0
min,estimated,1954,7,0.0
min,estimated,1954,3,0.0
min,estimated,1954,12,0.0
min,estimated,1971,6,0.0
