10000042,ds_dur_ws,all,87.85,136,199,258,298,days,model,,,
10000042,ds_dur_ws,dry,88.45,136.62,199.65,257.27,297.46,days,model,,,
10000042,ds_dur_ws,moderate,86.95,135.57,197.26,257.46,298,days,model,,,
10000042,ds_dur_ws,wet,87.36,135.06,199.45,260.58,301.10,days,model,,,
10000042,ds_mag_50,all,1.32,4.92,11.63,18.99,31.34,cfs,model,,,
10000042,ds_mag_50,dry,1.25,4.93,11.46,18.95,31.33,cfs,model,,,
10000042,ds_mag_50,moderate,1.33,4.85,11.46,18.96,31.35,cfs,model,,,
10000042,ds_mag_50,wet,1.53,4.95,12.00,19.21,31.48,cfs,model,,,
10000042,ds_mag_90,all,3.33,7.93,17.76,28.89,48.54,cfs,model,,,
10000042,ds_mag_90,dry,3.36,7.96,17.67,28.70,48.62,cfs,model,,,
10000042,ds_mag_90,moderate,3.36,7.90,17.79,28.70,48.49,cfs,model,,,
10000042,ds_mag_90,wet,3.28,7.96,17.78,29.52,48.49,cfs,model,,,
10000042,ds_tim,all,169.25,209,260.61,304.64,331.77,water year day,model,,,
10000042,ds_tim,dry,171.6,210,261.5,304.75,331.35,water year day,model,,,
10000042,ds_tim,moderate,169.32,208.53,262.7,304.66,331.77,water year day,model,,,
10000042,ds_tim,wet,164.4,207.28,259.22,304.54,332.66,water year day,model,,,
10000042,fa_mag,all,29.91,72.07,187.95,348.51,556.55,cfs,model,,,
10000042,fa_mag,dry,29.37,68.04,184.25,341.10,437.41,cfs,model,,,
10000042,fa_mag,moderate,30.05,73.64,187.95,336.12,555.55,cfs,model,,,
10000042,fa_mag,wet,30.06,73.01,189.31,385.14,794.02,cfs,model,,,
10000042,fa_tim,all,5,12,38,56,62.5,water year day,model,,,
10000042,fa_tim,dry,5,12,38,56,62.5,water year day,model,,,
10000042,fa_tim,moderate,4.66,11.72,37.37,55.68,62.35,water year day,model,,,
10000042,fa_tim,wet,4.69,12,38,56,62.5,water year day,model,,,
10000042,peak_10,all,965.13,1318.69,2521.06,5659.32,11251.54,cfs,model,,,
10000042,peak_10,dry,965.13,1318.69,2521.06,5659.32,11251.54,cfs,model,,,
10000042,peak_10,moderate,965.13,1318.69,2521.06,5659.32,11251.54,cfs,model,,,
10000042,peak_10,wet,965.13,1318.69,2521.06,5659.32,11251.54,cfs,model,,,
10000042,peak_2,all,172.05,298.08,455.59,991.21,3874.46,cfs,model,,,
10000042,peak_2,dry,172.05,298.08,455.59,991.21,3702.61,cfs,model,,,
10000042,peak_2,moderate,172.05,298.08,455.59,991.21,3719.64,cfs,model,,,
10000042,peak_2,wet,172.05,298.08,455.59,991.21,3903.01,cfs,model,,,
10000042,peak_5,all,427.96,850.87,1479.22,3789.60,9464.95,cfs,model,,,
10000042,peak_5,dry,427.96,850.87,1479.22,3789.60,9459.11,cfs,model,,,
10000042,peak_5,moderate,427.96,850.87,1479.22,3799.56,9468.71,cfs,model,,,
10000042,peak_5,wet,427.96,850.87,1479.22,3789.60,9491.24,cfs,model,,,
10000042,sp_dur,all,28.36,56.93,118.56,174.09,219.26,days,model,,,
10000042,sp_dur,dry,27.95,56.72,115.75,170.05,206,days,model,,,
10000042,sp_dur,moderate,28.5,56.93,118.6,173.18,221,days,model,,,
10000042,sp_dur,wet,28.36,57.93,120.25,177.07,221.4,days,model,,,
10000042,sp_mag,all,46.52,159.08,503.24,1253.75,2837.69,cfs,model,,,
10000042,sp_mag,dry,40.89,142.28,452.23,1060.23,1865.43,cfs,model,,,
10000042,sp_mag,moderate,46.91,165.50,516.59,1247.99,3192.62,cfs,model,,,
10000042,sp_mag,wet,47.71,167.38,542.36,1348.73,3365.05,cfs,model,,,
10000042,sp_tim,all,88.59,120.33,176.45,247.95,309.02,water year day,model,,,
10000042,sp_tim,dry,90.49,122.37,207,255.25,309.27,water year day,model,,,
10000042,sp_tim,moderate,88,111,175.91,245,305.16,water year day,model,,,
10000042,sp_tim,wet,37.8,97.18,166.45,247.29,311.76,water year day,model,,,
10000042,wet_bfl_dur,all,27,50.37,136,193,245.44,days,model,,,
10000042,wet_bfl_dur,dry,27.72,55.25,145.1,196.25,248,days,model,,,
10000042,wet_bfl_dur,moderate,27,50,136.4,189.33,245.82,days,model,,,
10000042,wet_bfl_dur,wet,27,44.87,125.89,192.62,243.38,days,model,,,
10000042,wet_bfl_mag_10,all,2.66,8.34,17.20,24.58,45.15,cfs,model,,,
10000042,wet_bfl_mag_10,dry,2.61,8.30,17.26,24.58,44.88,cfs,model,,,
10000042,wet_bfl_mag_10,moderate,2.72,8.46,17.22,24.58,45.15,cfs,model,,,
10000042,wet_bfl_mag_10,wet,2.66,8.35,17.05,24.58,45.15,cfs,model,,,
10000042,wet_bfl_mag_50,all,5.12,12.98,26.68,51.53,109.67,cfs,model,,,
10000042,wet_bfl_mag_50,dry,4.66,12.92,26.21,51.53,109.67,cfs,model,,,
10000042,wet_bfl_mag_50,moderate,5.24,13.30,29.35,51.53,109.67,cfs,model,,,
10000042,wet_bfl_mag_50,wet,5.02,12.88,26.75,51.53,109.67,cfs,model,,,
10000042,wet_tim,all,25.16,40.46,83.25,128.46,161.59,water year day,model,,,
10000042,wet_tim,dry,23.48,39.3,81,127.1,133,water year day,model,,,
10000042,wet_tim,moderate,25.59,40,80.22,129,162.45,water year day,model,,,
10000042,wet_tim,wet,26.63,42.28,90.9,129,202.50,water year day,model,,,
