20247268,wet_bfl_mag_10,moderate,30.2,115,298,443,604,cfs,model,,,,,
20247268,wet_bfl_mag_10,wet,30.1,121,288,434,565,cfs,model,,,,,
20247268,wet_bfl_mag_50,all,0.697,0.75,0.99,1.36,12.0,cfs,observed,10251300,13,1980,2020,likely_altered_low
20247268,wet_bfl_mag_50,all,35.4,126,427,633,989,cfs,model,,,,,
20247268,wet_bfl_mag_50,dry,34.5,118,429,620,999,cfs,model,,,,,
20247268,wet_bfl_mag_50,moderate,35.7,135,424,633,976,cfs,model,,,,,
20247268,wet_bfl_mag_50,wet,35.1,133,429,642,966,cfs,model,,,,,
20247268,wet_tim,all,13.2,30.0,57.9,118,131,water year day,model,,,,,
20247268,wet_tim,all,17.0,20.0,52.0,93.2,131,water year day,observed,10251300,14,1980,2020,likely_unaltered
20247268,wet_tim,dry,13.0,28.5,53.0,118,131,water year day,model,,,,,
20247268,wet_tim,moderate,13.3,30.0,57.1,118,131,water year day,model,,,,,
20247268,wet_tim,wet,13.0,30.0,64.0,112,130,water year day,model,,,,,
