20247268,ds_dur_ws,all,54.2,94.0,163,197,224,days,observed,10251300,13,1980,2020,likely_unaltered
20247268,ds_dur_ws,all,54.5,97.7,155,228,284,days,model,,,,,
20247268,ds_dur_ws,dry,50.0,95.9,150,228,284,days,model,,,,,
20247268,ds_dur_ws,moderate,51.3,95.4,151,228,282,days,model,,,,,
20247268,ds_dur_ws,wet,62.7,102,160,232,284,days,model,,,,,
20247268,ds_mag_50,all,0.03,0.04,0.06,0.07,0.112,cfs,observed,10251300,13,1980,2020,likely_altered_low
20247268,ds_mag_50,all,9.62,90.7,178,348,558,cfs,model,,,,,
20247268,ds_mag_50,dry,8.67,90.7,176,346,557,cfs,model,,,,,
20247268,ds_mag_50,moderate,9.67,90.7,175,348,576,cfs,model,,,,,
20247268,ds_mag_50,wet,9.65,90.7,182,349,550,cfs,model,,,,,
20247268,ds_mag_90,all,0.062,0.07,0.12,0.42,0.733,cfs,observed,10251300,13,1980,2020,likely_altered_low
20247268,ds_mag_90,all,23.5,104,266,451,756,cfs,model,,,,,
20247268,ds_mag_90,dry,23.6,104,263,448,703,cfs,model,,,,,
20247268,ds_mag_90,moderate,25.9,108,266,448,744,cfs,model,,,,,
20247268,ds_mag_90,wet,21.2,104,277,464,806,cfs,model,,,,,
20247268,ds_tim,all,200,237,281,313,335,water year day,model,,,,,
20247268,ds_tim,all,214,235,288,336,345,water year day,observed,10251300,14,1980,2020,likely_unaltered
20247268,ds_tim,dry,198,237,284,314,336,water year day,model,,,,,
20247268,ds_tim,moderate,200,237,283,313,335,water year day,model,,,,,
20247268,ds_tim,wet,203,235,280,311,332,water year day,model,,,,,
20247268,fa_dur,all,1.80,3.00,6.00,7.00,10.6,days,observed,10251300,5,1981,2016,not_enough_observed_data
20247268,fa_dur,all,2.00,3.00,5.00,7.00,13.4,days,inferred,,,,,
20247268,fa_mag,all,1.33,1.66,6.71,15.9,47.4,cfs,observed,10251300,5,1981,2016,not_enough_observed_data
20247268,fa_mag,all,232,594,1690,4050,5090,cfs,model,,,,,
20247268,fa_mag,dry,261,601,1700,4130,5090,cfs,model,,,,,
20247268,fa_mag,moderate,234,600,1690,4180,5090,cfs,model,,,,,
20247268,fa_mag,wet,157,529,992,2750,5090,cfs,model,,,,,
20247268,fa_tim,all,4.66,11.9,36.9,55.2,61.9,water year day,model,,,,,
20247268,fa_tim,all,9.20,17.0,40.0,54.0,57.0,water year day,observed,10251300,5,1981,2016,not_enough_observed_data
20247268,fa_tim,dry,4.50,11.8,37.5,55.8,61.8,water year day,model,,,,,
20247268,fa_tim,moderate,4.66,11.5,35.0,54.0,61.5,water year day,model,,,,,
20247268,fa_tim,wet,4.82,12.0,38.0,56.4,62.4,water year day,model,,,,,
20247268,peak_10,all,4340,5930,20400,56500,128000,cfs,model,,,,,
20247268,peak_10,all,5480,8440,20800,40300,55400,cfs,model,,,,,
20247268,peak_10,all,757,757,757,757,757,cfs,observed,10251300,14,1980,2020,not_enough_observed_data
20247268,peak_2,all,72.0,72.0,72.0,72.0,72.0,cfs,observed,10251300,14,1980,2020,not_enough_observed_data
20247268,peak_2,all,859,1480,5980,9910,18700,cfs,model,,,,,
20247268,peak_2,all,883,1480,3520,8720,17200,cfs,model,,,,,
20247268,peak_5,all,2420,8260,18200,31400,75900,cfs,model,,,,,
20247268,peak_5,all,2480,4970,13500,25100,34800,cfs,model,,,,,
20247268,peak_5,all,562,562,562,562,562,cfs,observed,10251300,14,1980,2020,not_enough_observed_data
20247268,peak_dur_10,all,1.00,1.00,1.00,2.00,3.40,days,inferred,,,,,
20247268,peak_dur_2,all,1.00,1.00,3.00,7.00,14.0,days,inferred,,,,,
20247268,peak_dur_2,all,1.00,1.00,5.00,7.00,7.60,days,observed,10251300,9,1980,2020,not_enough_observed_data
20247268,peak_dur_5,all,1.00,1.00,2.00,3.00,5.00,days,inferred,,,,,
20247268,peak_fre_10,all,1.00,1.00,1.00,2.00,2.00,occurrences,inferred,,,,,
20247268,peak_fre_2,all,1.00,1.00,1.00,2.00,4.00,occurrences,observed,10251300,9,1980,2020,not_enough_observed_data
20247268,peak_fre_2,all,1.00,1.00,2.00,3.00,5.00,occurrences,inferred,,,,,
20247268,peak_fre_5,all,1.00,1.00,1.00,2.00,3.00,occurrences,inferred,,,,,
20247268,sp_dur,all,16.1,63.8,115,179,184,days,observed,10251300,14,1980,2020,likely_unaltered
20247268,sp_dur,all,32.0,72.8,131,185,241,days,model,,,,,
20247268,sp_dur,dry,31.0,71.0,135,189,243,days,model,,,,,
20247268,sp_dur,moderate,31.0,72.8,133,188,253,days,model,,,,,
20247268,sp_dur,wet,33.7,74.0,127,175,215,days,model,,,,,
20247268,sp_mag,all,0.916,3.23,24.1,38.2,375,cfs,observed,10251300,14,1980,2020,likely_altered_low
20247268,sp_mag,all,317,951,2970,8030,11900,cfs,model,,,,,
20247268,sp_mag,dry,308,924,2390,8030,11900,cfs,model,,,,,
20247268,sp_mag,moderate,324,969,3120,7800,11400,cfs,model,,,,,
20247268,sp_mag,wet,315,928,2970,7790,11700,cfs,model,,,,,
20247268,sp_roc,all,0.0481,0.0596,0.0759,0.106,0.178,percent,inferred,,,,,
20247268,sp_roc,all,0.112,0.128,0.182,0.20,0.294,percent,observed,10251300,13,1980,2020,likely_altered_high
20247268,sp_tim,all,105,151,176,200,226,water year day,observed,10251300,14,1980,2020,likely_unaltered
20247268,sp_tim,all,90.7,137,180,248,310,water year day,model,,,,,
20247268,sp_tim,dry,89.0,133,186,251,310,water year day,model,,,,,
20247268,sp_tim,moderate,89.0,130,180,248,310,water year day,model,,,,,
20247268,sp_tim,wet,100,146,174,234,304,water year day,model,,,,,
20247268,wet_bfl_dur,all,17.2,106,130,147,177,days,observed,10251300,13,1980,2020,likely_unaltered
20247268,wet_bfl_dur,all,30.5,60.6,139,210,255,days,model,,,,,
20247268,wet_bfl_dur,dry,31.0,65.0,147,218,261,days,model,,,,,
20247268,wet_bfl_dur,moderate,30.7,62.0,142,211,261,days,model,,,,,
20247268,wet_bfl_dur,wet,30.1,56.2,114,169,228,days,model,,,,,
20247268,wet_bfl_mag_10,all,0.151,0.16,0.359,0.446,0.652,cfs,observed,10251300,13,1980,2020,likely_altered_low
20247268,wet_bfl_mag_10,all,30.2,117,295,444,590,cfs,model,,,,,
20247268,wet_bfl_mag_10,dry,30.8,114,298,449,590,cfs,model,,,,,
