12068176,ds_dur_ws,all,86.68,108.52,138.33,167.9,197.67,days,model
12068176,ds_dur_ws,dry,89,109.15,143.4,174,201.64,days,model
12068176,ds_dur_ws,moderate,88,105.91,137,170,197.55,days,model
12068176,ds_dur_ws,wet,81.44,108.08,134.50,161.09,192.01,days,model
12068176,ds_mag_50,all,190.68,504.19,1315.98,2384.34,2904.60,cfs,model
12068176,ds_mag_50,dry,112.25,264.19,740.32,1684.83,2472.27,cfs,model
12068176,ds_mag_50,moderate,192.24,491.31,1323.51,2384.18,2911.95,cfs,model
12068176,ds_mag_50,wet,397.58,1030.51,1995.45,2985.39,4093.88,cfs,model
12068176,ds_mag_90,all,899.95,1570.23,2650.38,4412.93,7129.91,cfs,model
12068176,ds_mag_90,dry,499.19,1075.81,1991.33,3106.84,5570.69,cfs,model
12068176,ds_mag_90,moderate,918.83,1615.04,2665.13,4444.61,7121.15,cfs,model
12068176,ds_mag_90,wet,1224.24,2115.30,3660.76,5520.08,8212.93,cfs,model
12068176,ds_tim,all,266.79,284.23,299,312.55,329.5,water year day,model
12068176,ds_tim,dry,266,283,297.70,312,328.61,water year day,model
12068176,ds_tim,moderate,265.95,285,298,308.5,325.2,water year day,model
12068176,ds_tim,wet,267.5,285.33,301.83,316,332.98,water year day,model
12068176,fa_dur,all,2,3,4,6,8,days,inferred
12068176,fa_mag,all,1864.86,3427.45,6320.50,11581.20,23868.49,cfs,model
12068176,fa_mag,dry,1534.55,2921.13,4999.66,8998.22,19591.73,cfs,model
12068176,fa_mag,moderate,1979.44,3679.69,6361.58,12044.72,23784.54,cfs,model
12068176,fa_mag,wet,2277.06,3978.92,7840.90,14771.65,28615.86,cfs,model
12068176,fa_tim,all,5,11,22.63,34.30,45.27,water year day,model
12068176,fa_tim,dry,4,10,22.6,33.61,46,water year day,model
12068176,fa_tim,moderate,4.18,11,22.58,35,45,water year day,model
12068176,fa_tim,wet,5.25,11.25,23.38,35.95,44,water year day,model
12068176,peak_10,all,141625.98,145601.03,269504.39,325435.41,434404.20,cfs,model
12068176,peak_10,dry,142363.08,145601.03,269504.39,326533.72,434404.20,cfs,model
12068176,peak_10,moderate,142363.08,145601.03,269504.39,325435.41,434404.20,cfs,model
12068176,peak_10,wet,140336.07,145601.03,269504.39,325435.41,434404.20,cfs,model
12068176,peak_2,all,58999.92,74476.23,104788.95,128028.41,210055.88,cfs,model
12068176,peak_2,dry,58999.92,74476.23,114769.54,129141.45,213634.48,cfs,model
12068176,peak_2,moderate,58999.92,74476.23,104788.95,128028.41,209977.16,cfs,model
12068176,peak_2,wet,58999.92,74476.23,104478.14,123417.51,209968.41,cfs,model
12068176,peak_5,all,108154.69,116083.62,180659.27,278876.66,370682.00,cfs,model
12068176,peak_5,dry,108154.69,116083.62,184181.29,299526.16,370682.00,cfs,model
12068176,peak_5,moderate,108154.69,116083.62,180659.27,278236.24,370682.00,cfs,model
12068176,peak_5,wet,108154.69,116083.62,180659.27,278236.24,370682.00,cfs,model
12068176,peak_dur_10,all,1,1,1,2,4,days,inferred
12068176,peak_dur_2,all,1,1,4,10,29,days,inferred
12068176,peak_dur_5,all,1,1,2,3,6,days,inferred
12068176,peak_fre_10,all,1,1,1,1,2,occurrences,inferred
12068176,peak_fre_2,all,1,1,2,3,5,occurrences,inferred
12068176,peak_fre_5,all,1,1,1,2,3,occurrences,inferred
12068176,sp_dur,all,44.59,62,83.22,118.08,148.75,days,model
12068176,sp_dur,dry,44.96,63,86,118.08,146.36,days,model
12068176,sp_dur,moderate,45.72,62,83.33,117,147,days,model
12068176,sp_dur,wet,44.1,60.8,81,119.30,159.06,days,model
12068176,sp_mag,all,11899.28,19628.28,34930.09,56848.23,104821.85,cfs,model
12068176,sp_mag,dry,3480.53,7585.01,14260.61,29396.02,54149.67,cfs,model
12068176,sp_mag,moderate,12592.32,19725.76,36268.88,57167.15,105706.97,cfs,model
12068176,sp_mag,wet,18166.05,28365.94,46254.61,77305.58,127666.09,cfs,model
12068176,sp_roc,all,0.03,0.04,0.06,0.08,0.11,percent,inferred
12068176,sp_tim,all,153,178.75,207.9,228.39,241.61,water year day,model
12068176,sp_tim,dry,152,173,204.83,226.21,239.77,water year day,model
12068176,sp_tim,moderate,153,178.18,206,227.23,238.82,water year day,model
12068176,sp_tim,wet,159.99,188.5,214,235.65,245.63,water year day,model
12068176,wet_bfl_dur,all,70.98,97.47,134.38,165,187.95,days,model
12068176,wet_bfl_dur,dry,65.24,90,124,158,191,days,model
12068176,wet_bfl_dur,moderate,70,99.91,129.8,161,184,days,model
12068176,wet_bfl_dur,wet,78.28,111.27,143.45,171.02,191.93,days,model
12068176,wet_bfl_mag_10,all,1570.82,2482.51,3680.36,5551.23,7746.18,cfs,model
12068176,wet_bfl_mag_10,dry,706.15,1346.33,2323.52,3626.23,5060.00,cfs,model
12068176,wet_bfl_mag_10,moderate,1620.35,2485.57,3700.40,5645.03,7771.84,cfs,model
12068176,wet_bfl_mag_10,wet,2330.79,3575.07,5288.31,7681.22,10092.87,cfs,model
12068176,wet_bfl_mag_50,all,5154.88,7033.19,9201.02,12840.34,18229.89,cfs,model
12068176,wet_bfl_mag_50,dry,1890.48,3334.94,5695.54,8570.77,11856.08,cfs,model
12068176,wet_bfl_mag_50,moderate,5269.19,7055.92,9476.05,12801.88,17873.29,cfs,model
12068176,wet_bfl_mag_50,wet,7584.68,10792.50,15456.26,21450.88,28019.58,cfs,model
12068176,wet_tim,all,38.62,52.96,70,94.71,115.77,water year day,model
12068176,wet_tim,dry,31.5,53.5,81,108,134,water year day,model
12068176,wet_tim,moderate,38.25,50.18,70,95.42,116.03,water year day,model
12068176,wet_tim,wet,40.88,52.96,60.47,73.77,94.06,water year day,model
